Felt ;Dato;Naturtype;Art;type
4;7/13/20;fersk eng;pileurt_vand;Bredbladet urt
4;7/13/20;fersk eng;ranuknel_bidende;Bredbladet urt
4;7/13/20;fersk eng;rapgraes_almindelig;Graminoid
4;7/13/20;fersk eng;rottehale_eng;Graminoid
4;7/13/20;fersk eng;raevehale_eng;Graminoid
4;7/13/20;fersk eng;siv_knop;Graminoid
4;7/13/20;fersk eng;siv_lyse;Graminoid
4;7/13/20;fersk eng;skraeppe_kruset;Bredbladet urt
4;7/13/20;fersk eng;svingel_roed;Graminoid
4;7/13/20;fersk eng;syre_almindelig;Bredbladet urt
4;7/13/20;fersk eng;vejbred_lancet;Bredbladet urt
4;7/13/20;fersk eng;vikke_tofroeet;Bredbladet urt
4;7/13/20;fersk eng;potentil_gaase;Bredbladet urt
4;7/13/20;fersk eng;vikke_smalbladet;Bredbladet urt
4;7/13/20;fersk eng;agermaane_almindelig;Bredbladet urt
4;7/13/20;fersk eng;rottehale_knold;Graminoid
4;7/13/20;fersk eng;pastinak;Bredbladet urt
4;7/13/20;fersk eng;loeg_skov;Bredbladet urt
5;7/13/20;overdrev;draphavre;Graminoid
5;7/13/20;overdrev;fladbaelg_gul;Bredbladet urt
5;7/13/20;overdrev;floejlsgraes;Graminoid
5;7/13/20;overdrev;hundegraes_almindelig;Graminoid
5;7/13/20;overdrev;hvene_almindelig;Graminoid
5;7/13/20;overdrev;hvidtjoern_engriflet;Vedplante
5;7/13/20;overdrev;kloever_bugtet;Bredbladet urt
5;7/13/20;overdrev;kvik_almindelig;Graminoid
5;7/13/20;overdrev;naelde_stor;Bredbladet urt
5;7/13/20;overdrev;perikon_kantet;Bredbladet urt
5;7/13/20;overdrev;ranukel_bidende;Bredbladet urt
5;7/13/20;overdrev;rapgraes_coll_eng;Graminoid
5;7/13/20;overdrev;siv_knop;Graminoid
5;7/13/20;overdrev;snerre_burre;Bredbladet urt
5;7/13/20;overdrev;snerre_gul;Bredbladet urt
5;7/13/20;overdrev;svingel_roed;Graminoid
5;7/13/20;overdrev;syre_almindelig;Bredbladet urt
5;7/13/20;overdrev;vikke_muse;Bredbladet urt
5;7/13/20;overdrev;vikke_smalbladet;Bredbladet urt
5;7/13/20;overdrev;vikke_tofroeet;Bredbladet urt
5;7/13/20;overdrev;mjoedurt_almindelig;Bredbladet urt
5;7/13/20;overdrev;gyldenris_sildig;Bredbladet urt
5;7/13/20;overdrev;skraeppe_kruset;Bredbladet urt
5;7/13/20;overdrev;forglemigej_bakke;Bredbladet urt
5;7/13/20;overdrev;hanekro_sp;Bredbladet urt
5;7/13/20;overdrev;agermaane_almindelig;Bredbladet urt
6;7/14/20;fersk eng;fredloes_almindelig;Bredbladet urt
6;7/14/20;fersk eng;mjoedurt_almindelig;Bredbladet urt
6;7/14/20;fersk eng;naelde_stor;Bredbladet urt
6;7/14/20;fersk eng;rapgraes_almindelig;Graminoid
6;7/14/20;fersk eng;raevehale_eng;Graminoid
6;7/14/20;fersk eng;nellikerod_feber;Bredbladet urt
6;7/14/20;fersk eng;dueurt_kirtel;Bredbladet urt
6;7/14/20;fersk eng;dueurt_glat;Bredbladet urt
6;7/14/20;fersk eng;hvidtjoern_engriflet;Vedplante
6;7/14/20;fersk eng;hunderose_glat;Vedplante
6;7/14/20;fersk eng;kornel_hvid;Vedplante
6;7/14/20;fersk eng;eg_almindelig;Vedplante
6;7/14/20;fersk eng;mangeloev_bredbladet;Udenfor kategori
6;7/14/20;fersk eng;mangeloev_almindelig;Udenfor kategori
6;7/14/20;fersk eng;dueurt_steffansurt;Bredbladet urt
6;7/14/20;fersk eng;soedgraes_manna;Graminoid
6;7/14/20;fersk eng;floejlsgraes ;Graminoid
6;7/14/20;fersk eng;dueurt_laadden;Bredbladet urt
7;7/14/20;skov;ask;Vedplante
7;7/14/20;skov;birk_vorte;Vedplante
7;7/14/20;skov;hassel;Vedplante
7;7/14/20;skov;hvidtjoern_engriflet;Vedplante
7;7/14/20;skov;mangeloev_almindelig;Udenfor kategori
7;7/14/20;skov;roen_almindelig;Vedplante
7;7/14/20;skov;kornel_hvid;Vedplante
7;7/14/20;skov;gedeblad_dunet;Vedplante
7;7/14/20;skov;mirabel;Vedplante
7;7/14/20;skov;fuglekirsebaer;Vedplante
7;7/14/20;skov;ribs_fjeld;Vedplante
7;7/14/20;skov;kristtorn ;Vedplante
7;7/14/20;skov;nellikerod_feber;Bredbladet urt
8;7/14/20;overdrev;agermaane_almindelig;Bredbladet urt
8;7/14/20;overdrev;bunke_mose;Graminoid
8;7/14/20;overdrev;draphavre;Graminoid
8;7/14/20;overdrev;fladbaelg_gul;Bredbladet urt
8;7/14/20;overdrev;fladstjerne_graesbladet;Bredbladet urt
8;7/14/20;overdrev;floejlsgraes;Graminoid
8;7/14/20;overdrev;hundegraes_almindelig;Graminoid
8;7/14/20;overdrev;hvene_almindelig;Graminoid
8;7/14/20;overdrev;hvidtjoern_engriflet;Vedplante
8;7/14/20;overdrev;kaellingetand_almindelig;Bredbladet urt
8;7/14/20;overdrev;loeg_sand;Bredbladet urt
8;7/14/20;overdrev;perikon_prikbladet;Bredbladet urt
8;7/14/20;overdrev;rapgraes_eng;Graminoid
8;7/14/20;overdrev;rose_glathunde;Vedplante
8;7/14/20;overdrev;rottehale_eng;Graminoid
8;7/14/20;overdrev;snerle_ager;Bredbladet urt
8;7/14/20;overdrev;snerre_gul;Bredbladet urt
8;7/14/20;overdrev;snerre_hvid;Bredbladet urt
8;7/14/20;overdrev;svingel_roed;Graminoid
8;7/14/20;overdrev;syre_almindelig;Bredbladet urt
8;7/14/20;overdrev;tidsel_ager;Bredbladet urt
8;7/14/20;overdrev;vejbred_lancet;Bredbladet urt
8;7/14/20;overdrev;vikke_muse;Bredbladet urt
8;7/14/20;overdrev;vikke_tofroeet;Bredbladet urt
8;7/14/20;overdrev;fuglekirsebaer;Vedplante
8;7/14/20;overdrev;ask;Vedplante
8;7/14/20;overdrev;kornel_hvid;Vedplante
8;7/14/20;overdrev;mirabel;Vedplante
8;7/14/20;overdrev;mjoedurt_almindelig;Bredbladet urt
8;7/14/20;overdrev;knoldet_brunrod;Bredbladet urt
8;7/14/20;overdrev;forglemigej_bakke;Bredbladet urt
9;7/17/20;overdrev;draphavre;Graminoid
9;7/17/20;overdrev;floejlsgraes ;Graminoid
9;7/17/20;overdrev;hundegraes_almindelig;Graminoid
9;7/17/20;overdrev;hvene_almindelig;Graminoid
9;7/17/20;overdrev;hvidtjoern_engriflet;Vedplante
9;7/17/20;overdrev;loeg_vild;Bredbladet urt
9;7/17/20;overdrev;mælkeboette_fandens ;Bredbladet urt
9;7/17/20;overdrev;mælkeboetteslægten;Bredbladet urt
9;7/17/20;overdrev;nellikerod_feber;Bredbladet urt
9;7/17/20;overdrev;rapgraes_coll_eng;Graminoid
9;7/17/20;overdrev;rapgraes_almindelig;Graminoid
9;7/17/20;overdrev;rottehale_knold;Graminoid
9;7/17/20;overdrev;snerre_hvid;Bredbladet urt
9;7/17/20;overdrev;svingel_roed;Graminoid
9;7/17/20;overdrev;ask;Vedplante
9;7/17/20;overdrev;kornel_roed;Vedplante
9;7/17/20;overdrev;gedeblad_dunet;Vedplante
9;7/17/20;overdrev;dueurt_glat;Bredbladet urt
9;7/17/20;overdrev;roen_almindelig;Vedplante
9;7/17/20;overdrev;jordbaer_sp;Bredbladet urt
9;7/17/20;overdrev;fuglekirsebaer;Vedplante
9;7/17/20;overdrev;eg_almindelig;Vedplante
9;7/17/20;overdrev;boeg_kimplante;Vedplante
9;7/17/20;overdrev;ranunkel_bidende;Bredbladet urt
9;7/17/20;overdrev;storkenaeb_stinkende;Bredbladet urt
9;7/17/20;overdrev;acer_sp;Vedplante
9;7/17/20;overdrev;prunus_sp;Vedplante
9;7/17/20;overdrev;steffans_dunet;Bredbladet urt
9;7/17/20;overdrev;haremad;Bredbladet urt
10;7/17/20;mose;star_nikkende;Graminoid
11;7/17/20;mose;fredloes_almindelig;Bredbladet urt
11;7/17/20;mose;roerhvene_eng;Graminoid
11;7/17/20;mose;tagroer;Graminoid
11;7/17/20;mose;kattehale;Bredbladet urt
11;7/17/20;mose;mjoedurt_almindelig;Bredbladet urt
12;7/17/20;mose;dueurt_laadden;Bredbladet urt
12;7/17/20;mose;fredloes_almindelig;Bredbladet urt
12;7/17/20;mose;kattehale;Bredbladet urt
12;7/17/20;mose;mjoedurt_almindelig;Bredbladet urt
12;7/17/20;mose;pil_graa;Vedplante
12;7/17/20;mose;rapgraes_almindelig;Graminoid
12;7/17/20;mose;roerhvene_eng;Graminoid
12;7/17/20;mose;tagroer;Graminoid
12;7/17/20;mose;star_tykakset;Graminoid
13;7/17/20;skov;avnboeg;Vedplante
13;7/17/20;skov;elm_skov;Vedplante
13;7/17/20;skov;hvidtjoern_almindelig;Vedplante
13;7/17/20;skov;hvidtjoern_engriflet;Vedplante
13;7/17/20;skov;hyld_almindelig;Vedplante
13;7/17/20;skov;kalkved;Vedplante
13;7/17/20;skov;nellikerod_feber;Bredbladet urt
13;7/17/20;skov;lind_smaabladet;Vedplante
13;7/17/20;skov;gedeblad_dunet;Vedplante
13;7/17/20;skov;acer_sp;Vedplante
13;7/17/20;skov;rose_sp;Vedplante
13;7/17/20;skov;stikkelsbaer;Vedplante
13;7/17/20;skov;liguster;Vedplante
13;7/17/20;skov;spidsloen;Vedplante
13;7/17/20;skov;kristtorn;Vedplante
14;7/17/20;mose;andemad_liden;Bredbladet urt
14;7/17/20;mose;mjoedurt_almindelig;Bredbladet urt
14;7/17/20;mose;pil_graa;Vedplante
14;7/17/20;mose;tagroer;Graminoid
14;7/17/20;mose;star_sp;Graminoid
14;7/17/20;mose;iris_sp;Bredbladet urt
14;7/17/20;mose;fredloes_sp;Bredbladet urt
14;7/17/20;mose;hvidtjoern_engriflet ;Vedplante
14;7/17/20;mose;kornel_hvid;Vedplante
14;7/17/20;mose;vandroellike;Bredbladet urt
15;7/17/20;overdrev;draphavre;Graminoid
15;7/17/20;overdrev;eg_almindelig;Vedplante
15;7/17/20;overdrev;fladbaelg_gul;Bredbladet urt
15;7/17/20;overdrev;fladstjerne_graesbladet;Bredbladet urt
15;7/17/20;overdrev;fløjlsgraes;Graminoid
15;7/17/20;overdrev;hundegraes_almindelig;Graminoid
15;7/17/20;overdrev;hvene_almindelig;Graminoid
15;7/17/20;overdrev;hvidtjoern_engriflet;Vedplante
15;7/17/20;overdrev;kloever_roed;Bredbladet urt
15;7/17/20;overdrev;krageklo_mark;Bredbladet urt
15;7/17/20;overdrev;perikon_prikbladet;Bredbladet urt
15;7/17/20;overdrev;rottehale_eng;Graminoid
15;7/17/20;overdrev;lind_smalbladet ;Vedplante
15;7/17/20;overdrev;vikke_muse;Bredbladet urt
15;7/17/20;overdrev;agermaane_almindelig;Bredbladet urt
15;7/17/20;overdrev;snerre_gul;Bredbladet urt
15;7/17/20;overdrev;svingel_roed;Graminoid
15;7/17/20;overdrev;syre_almindelig;Bredbladet urt
15;7/17/20;overdrev;ager_tidsel;Bredbladet urt
15;7/17/20;overdrev;vikke_smalbladet;Bredbladet urt
15;7/17/20;overdrev;vikke_sp;Bredbladet urt
16;7/17/20;mose;dueurt_laadden;Bredbladet urt
16;7/17/20;mose;fredloes_almindelig;Bredbladet urt
16;7/17/20;mose;pil_graa;Vedplante
16;7/17/20;mose;rapgraes_almindelig;Graminoid
16;7/17/20;mose;roerhvene_eng;Graminoid
16;7/17/20;mose;tagroer;Graminoid
16;7/17/20;mose;kornel_hvid;Vedplante
16;7/17/20;mose;loegkarse;Bredbladet urt
16;7/17/20;mose;vandroellikke;Bredbladet urt
16;7/17/20;mose;andemad_liden;Bredbladet urt
16;7/17/20;mose;aakande_hvid;Bredbladet urt
16;7/17/20;mose;dueurt_sp;Bredbladet urt
17;7/21/20;mose;dueurt_laadden;Bredbladet urt
17;7/21/20;mose;dunhammer_bredbladet;Graminoid
17;7/21/20;mose;fredloes_almindelig;Bredbladet urt
17;7/21/20;mose;mjoedurt_almindelig;Bredbladet urt
17;7/21/20;mose;natskygge_bittersoed;Bredbladet urt
17;7/21/20;mose;naelde_stor;Bredbladet urt
17;7/21/20;mose;pil_graa;Vedplante
17;7/21/20;mose;pileurt_vand;Bredbladet urt
17;7/21/20;mose;rapgraes_almindelig;Graminoid
17;7/21/20;mose;raevehale_eng;Graminoid
17;7/21/20;mose;roerhvene_eng;Graminoid
17;7/21/20;mose;star_knippe;Graminoid
17;7/21/20;mose;star_kaer;Graminoid
17;7/21/20;mose;tagroer;Graminoid
17;7/21/20;mose;loeg_sp;Bredbladet urt
17;7/21/20;mose;fladbaelg_sp;Bredbladet urt
17;7/21/20;mose;iris_sp;Bredbladet urt
18;7/21/20;mose;dueurt_laadden;Bredbladet urt
18;7/21/20;mose;dunhammer_bredbladet;Graminoid
18;7/21/20;mose;fredloes_almindelig;Bredbladet urt
18;7/21/20;mose;kattehale;Bredbladet urt
18;7/21/20;mose;pileurt_vand;Bredbladet urt
18;7/21/20;mose;roerhvene_eng;Graminoid
18;7/21/20;mose;star_knippe;Graminoid
18;7/21/20;mose;tagroer;Graminoid
18;7/21/20;mose;laebeblomst_sp;Bredbladet urt
19;7/21/20;mose;andemad_liden;Bredbladet urt
19;7/21/20;mose;dueurt_laadden;Bredbladet urt
19;7/21/20;mose;fredloes_almindelig;Bredbladet urt
19;7/21/20;mose;kattehale;Bredbladet urt
19;7/21/20;mose;mjoedurt_almindelig;Bredbladet urt
19;7/21/20;mose;rapgraes_almindelig;Graminoid
19;7/21/20;mose;roerhvene_eng;Graminoid
19;7/21/20;mose;star_knippe;Graminoid
19;7/21/20;mose;tagroer;Graminoid
19;7/21/20;mose;gyldenris_slidig;Bredbladet urt
19;7/21/20;mose;aakande_hvid;Bredbladet urt
19;7/21/20;mose;el_roed;Vedplante
19;7/21/20;mose;fladbaelg;Bredbladet urt
19;7/21/20;mose;star_knold;Graminoid
19;7/21/20;mose;star_tykakset;Graminoid
19;7/21/20;mose;dunhammer_smalbladet;Graminoid
20;7/21/20;mose;dueurt_laadden;Bredbladet urt
20;7/21/20;mose;kvik_almindelig;Graminoid
20;7/21/20;mose;mjoedurt_almindelig;Bredbladet urt
20;7/21/20;mose;nellikerod_eng;Bredbladet urt
20;7/21/20;mose;naelde_stor;Bredbladet urt
20;7/21/20;mose;rapgraes_almindelig;Graminoid
20;7/21/20;mose;rottehale_eng;Graminoid
20;7/21/20;mose;raevehale_eng;Graminoid
20;7/21/20;mose;roerhvene_eng;Graminoid
20;7/21/20;mose;snerre_burre;Bredbladet urt
20;7/21/20;mose;tagroer;Graminoid
20;7/21/20;mose;kornel_hvid;Vedplante
20;7/21/20;mose;slaaen;Vedplante
20;7/21/20;mose;gedeblad_dunet;Vedplante
20;7/21/20;mose;karse_loeg;Bredbladet urt
20;7/21/20;mose;kornel_roed;Vedplante
20;7/21/20;mose;loeg_skov;Bredbladet urt
21;7/21/20;skov;ahron;Vedplante
21;7/21/20;skov;ask;Vedplante
21;7/21/20;skov;avnboeg;Vedplante
21;7/21/20;skov;dueurt_glat;Bredbladet urt
21;7/21/20;skov;hvidtjoern_engriflet ;Vedplante
21;7/21/20;skov;hyld_almindelig;Vedplante
21;7/21/20;skov;kalkved;Vedplante
21;7/21/20;skov;loen_spids;Vedplante
21;7/21/20;skov;nellikerod_feber;Bredbladet urt
21;7/21/20;skov;dunet_steffansurt;Bredbladet urt
21;7/21/20;skov;kornel_hvid;Vedplante
21;7/21/20;skov;jordbaer_skov;Bredbladet urt
21;7/21/20;skov;liguster;Vedplante
21;7/21/20;skov;poppel_sp;Vedplante
21;7/21/20;skov;gedeblad_dunet;Vedplante
21;7/21/20;skov;lind_smaabladet;Vedplante
21;7/21/20;skov;rose_sp;Vedplante
22;7/21/20;skov;ask;Vedplante
22;7/21/20;skov;eg_almindelig;Vedplante
22;7/21/20;skov;hassel;Vedplante
22;7/21/20;skov;hvidtjoern_engriflet;Vedplante
22;7/21/20;skov;hyld_almindelig;Vedplante
22;7/21/20;skov;lind_smaabladet;Vedplante
22;7/21/20;skov;gedeblad_dunet;Vedplante
22;7/21/20;skov;aegte_kastanje;Vedplante
22;7/21/20;skov;roen_almindelig;Vedplante
22;7/21/20;skov;rose_sp;Vedplante
22;7/21/20;skov;taks;Vedplante
